Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2011,0,IP - Intimate partner
Europe,Southern Europe,Andorra,AND,Homicide: # of victims,-,Female,CTS,Count,2012,0,
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,0,IPFM - Intimate partner or family member
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,0,IP - Intimate partner
Europe,Southern Europe,Andorra,AND,Homicide: # of victims,-,Female,CTS,Count,2013,0,
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,0,IPFM - Intimate partner or family member
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,0,IP - Intimate partner
Europe,Southern Europe,Andorra,AND,Homicide: # of victims,-,Female,CTS,Count,2014,0,
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,0,IPFM - Intimate partner or family member
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,0,IP - Intimate partner
Europe,Southern Europe,Andorra,AND,Homicide: # of victims,-,Female,CTS,Count,2015,0,
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,0,IPFM - Intimate partner or family member
Europe,Southern Europe,Andorra,AND,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,0,IP - Intimate partner
Americas,Latin America and the Caribbean,Anguilla,AIA,Homicide: # of victims,-,Female,MD,Count,1991,0,
Americas,Latin America and the Caribbean,Anguilla,AIA,Homicide: # of victims,-,Female,MD,Count,1993,1,
Americas,Latin America and the Caribbean,Anguilla,AIA,Homicide: # of victims,-,Female,MD,Count,2000,0,
Americas,Latin America and the Caribbean,Anguilla,AIA,Homicide: # of victims,-,Female,MD,Count,2008,0,
Americas,Latin America and the Caribbean,Anguilla,AIA,Homicide: # of victims,-,Female,MD,Count,2009,0,
Americas,Latin America and the Caribbean,Anguilla,AIA,Homicide: # of victims,-,Female,MD,Count,2013,0,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,1990,1,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,1991,2,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,1992,1,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,1993,0,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,1994,1,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,1995,2,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,PAHO,Count,1996,1,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,PAHO,Count,1997,0,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,2001,0,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,MD,Count,2002,1,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,OAS,Count,2008,5,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,CTS,Count,2015,1,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,CTS,Count,2016,2,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,CTS,Count,2017,2,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,CTS,Count,2018,3,
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,1,IP - Intimate partner
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,OAS,Count,2019,0,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Antigua and Barbuda,ATG,Homicide: # of victims,-,Female,OAS,Count,2019,1,
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims,-,Female,CTS,Count,2015,387,
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,169,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,120,IP - Intimate partner
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2017,150,IP - Intimate partner
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2017,219,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims,-,Female,CTS,Count,2017,408,
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2018,153,IP - Intimate partner
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims,-,Female,CTS,Count,2018,399,
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2018,230,IPFM - Intimate partner or family member
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2019,178,IP - Intimate partner
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims,-,Female,UNODC Research,Count,2019,409,
Americas,Latin America and the Caribbean,Argentina,ARG,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,External,Count,2019,232,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,UNECE,Count,1990,22,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,WHO,Count,1991,29,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,WHO,Count,1993,53,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,WHO,Count,1994,24,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,UNECE,Count,1995,19,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,WHO,Count,1996,23,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,WHO,Count,1997,21,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,WHO,Count,1998,15,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,WHO,Count,1999,19,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,UNECE,Count,2000,25,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,UNECE,Count,2001,18,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,UNECE,Count,2002,19,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,UNECE,Count,2003,10,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2004,22,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2005,11,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2005,2,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2006,26,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2006,2,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2007,13,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2007,1,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2008,26,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2008,0,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2009,25,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2009,1,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2010,10,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,2,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2010,1,IP - Intimate partner
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2011,19,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,0,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2011,0,IP - Intimate partner
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2012,19,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,2,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2012,1,IP - Intimate partner
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2013,19,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,1,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2013,1,IP - Intimate partner
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2014,20,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,4,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2014,3,IP - Intimate partner
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2015,21,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,3,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,CTS,Count,2015,3,IP - Intimate partner
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2016,14,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2017,11,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2018,11,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,CTS,Count,2019,10,
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IP,Killed by Intimate partner,Female,Covid-19,Count,2020,0,IP - Intimate partner
Asia,Western Asia,Armenia,ARM,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,Covid-19,Count,2020,0,IPFM - Intimate partner or family member
Asia,Western Asia,Armenia,ARM,Homicide: # of victims,-,Female,Covid-19,Count,2020,16,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,1990,0,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,1995,0,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,1999,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2001,2,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2002,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2003,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2004,0,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2005,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2006,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2007,0,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2008,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2009,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2010,0,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2011,0,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2012,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2013,1,
Americas,Latin America and the Caribbean,Aruba,ABW,Homicide: # of victims,-,Female,MD,Count,2014,0,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1990,138,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1991,143,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1992,117,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1993,118,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1994,114,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1995,139,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1996,112,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1997,121,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1998,106,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,1999,123,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,2000,136,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,2001,116,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,2002,121,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,2003,96,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,MD,Count,2004,92,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2005,70,IPFM - Intimate partner or family member
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,GSH Revision,Count,2005,94,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2006,76,IPFM - Intimate partner or family member
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,GSH Revision,Count,2006,92,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2007,71,IPFM - Intimate partner or family member
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,GSH Revision,Count,2007,85,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2008,74,IPFM - Intimate partner or family member
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,GSH Revision,Count,2008,101,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2009,55,IPFM - Intimate partner or family member
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,GSH Revision,Count,2009,76,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,GSH Revision,Count,2010,93,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,CTS,Count,2011,90,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,CTS,Count,2012,83,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,CTS,Count,2013,94,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,CTS,Count,2014,94,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2014,59,IPFM - Intimate partner or family member
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2015,62,IPFM - Intimate partner or family member
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,GSH Revision,Count,2015,84,
Oceania,Australia and New Zealand,Australia,AUS,Homicide: # of victims,-,Female,CTS,Count,2016,80,
