Region,Subregion,country,iso3_code,Indicator,Disaggregation,Gender,Source,Unit,Year,Value,Footnote
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2003,9.21,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),MD,Count,2003,166,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),MD,"Rate per  100,000 population",2003,5.32,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,MD,Count,2004,19,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,MD,"Rate per  100,000 population",2004,1.23,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,MD,Count,2004,112,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,MD,"Rate per  100,000 population",2004,7.16,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),MD,Count,2004,131,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),MD,"Rate per  100,000 population",2004,4.22,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2005,133,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2005,8.57,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2005,154,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2005,4.99,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2005,21,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2005,1.37,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2005,19,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2005,0.62,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2005,12,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2005,0.77,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2005,7,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2005,0.46,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2006,72,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2006,4.68,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2006,95,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2006,3.1,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2006,23,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2006,1.51,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2006,23,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2006,0.75,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2006,9,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2006,0.58,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2006,14,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2006,0.92,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2007,81,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2007,5.32,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2007,105,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2007,3.46,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2007,24,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2007,1.59,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2007,18,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2007,0.59,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2007,10,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2007,0.66,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2007,8,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2007,0.53,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2008,74,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2008,4.9,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2008,93,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2008,3.1,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2008,19,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2008,1.27,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2008,12,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2008,0.4,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2008,7,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2008,0.46,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2008,5,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2008,0.33,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2009,78,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2009,5.22,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2009,85,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2009,2.86,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2009,7,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2009,0.47,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2009,11,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2009,0.37,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2009,4,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2009,0.27,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2009,7,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2009,0.47,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2010,108,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2010,7.27,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2010,127,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2010,4.31,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2010,19,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2010,1.3,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2010,20,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2010,0.68,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2010,5,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2010,0.34,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2010,15,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2010,1.03,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2011,22,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2011,1.53,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2011,119,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2011,8.1,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2011,142,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2011,4.85,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2011,28,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2011,0.96,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2011,12,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2011,0.81,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2011,16,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2011,1.1,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2012,26,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2012,1.81,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2012,131,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2012,8.89,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2012,157,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2012,5.39,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2012,28,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2012,0.96,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2012,14,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2012,0.95,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2012,14,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,"Rate per  100,000 population",2012,0.97,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,Count,2013,24,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Female,CTS,"Rate per  100,000 population",2013,1.68,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,Count,2013,99,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Male,CTS,"Rate per  100,000 population",2013,6.79,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,Count,2013,124,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims,-,Total (all ages),CTS,"Rate per  100,000 population",2013,4.27,
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,Count,2013,28,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),All,CTS,"Rate per  100,000 population",2013,0.96,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,Count,2013,11,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Male,CTS,"Rate per  100,000 population",2013,0.75,IPFM - Intimate partner or family member
Europe,Southern Europe,Albania,ALB,Homicide: # of victims - perpetrator IPFM,Killed by Intimate partner or family member (IPFM),Female,CTS,Count,2013,17,IPFM - Intimate partner or family member
